Zona;Contrato;Orden;Usuario;Estado;Ejecucion;mes;ano;Codigo;Anomalia;NUnidad;Unidad;NCausa;Causa;UGenera;Descripcion;Motivo;Cuadrilla;kWhRec;Factor
NO;DIC 284.2024;32560266;1110844;Aprobada;2024-04-12 16:45:50-05;4;2024;1 / 82 / 82;ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Linea Directa / Se Corrige Anomal�a;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;CREALPE;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1666;2710;
PA;ELE 283.2024;32560268;1068323;Aprobada;2024-04-13 11:42:27-05;4;2024;39 / 39 / 30001 / 1 / 82 / 82 / 38;Fase I / Medidor desconectado / OTRAS ANOMAL�AS QUE PUEDEN DETECTARSE Y COMPROBARSE / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Se Corrige Anomal�a / Linea Directa / Inspecci�n T�cnica Conforme;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;GSANDOVAL;Anomalia verificada y aprobada;Luminaria Encendida;ZTY1705;1129;
PA;ELE 283.2024;32560270;1078047;Aprobada;2024-04-13 12:42:41-05;4;2024;1 / 82 / 39 / 39 / 38 / 82 / 30001;ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Linea Directa / Medidor desconectado / Fase I / Inspecci�n T�cnica Conforme / Se Corrige Anomal�a / OTRAS ANOMAL�AS QUE PUEDEN DETECTARSE Y COMPROBARSE;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;GSANDOVAL;Anomalia verificada y aprobada;Luminaria Encendida;ZTY1705;1319;
PA;ELE 283.2024;32560273;1085026;Aprobada;2024-04-13 12:06:57-05;4;2024;38 / 82 / 39 / 82 / 1 / 30004 / 39;Inspecci�n T�cnica Conforme / Linea Directa / Medidor desconectado / Se Corrige Anomal�a / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / OTRAS ANOMAL�AS REINCIDENTE PARE / Fase I;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;GSANDOVAL;Anomalia verificada y aprobada;Otras Anomalias;ZTY1705;1123;
NO;DIC 284.2024;32560281;365754;Aprobada;2024-04-12 17:07:32-05;4;2024;82 / 1 / 82;Linea Directa / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Se Corrige Anomal�a;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;CREALPE;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1666;2747;
CE;ING 273.2024;32560298;143420;Pendiente;2024-04-17 11:18:03-05;4;2024;N/A;medidor no conforme;0;FACTURACION;0;CAUSA NO DETERMINADA;DRIASCOS;Posible anomalia;Disponible;ZTY16310;0;
CE;ING 273.2024;32560298;143420;Pendiente;2024-04-17 11:18:03-05;4;2024;BPQ;Bornera Perforada/Quemada;0;FACTURACION;0;CAUSA NO DETERMINADA;DRIASCOS;Posible anomalia;;ZTY16310;0;
SU;SIN 337.2024;32560301;477642;Pendiente;2024-04-22 15:20:55-05;4;2024;N/A;medidor no conforme;0;FACTURACION;0;CAUSA NO DETERMINADA;RPATINO;Posible anomalia;Disponible;ZTY1725;;
NO;EMP 327.2024;32560579;564151;Aprobada;2024-04-15 14:13:24-05;4;2024;1 / 38 / 82 / 82;ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Inspecci�n T�cnica Conforme / Se Corrige Anomal�a / Linea Directa;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;HCORDOBA;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1691;692;
NO;EMP 327.2024;32560596;1101852;Aprobada;2024-04-12 11:32:27-05;4;2024;38 / 82 / 1 / 38;Acometida Intervenid / Se Corrige Anomal�a / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Inspecci�n T�cnica Conforme;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;HCORDOBA;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1692;1122;
NO;EMP 327.2024;32565807;1108572;Rechazada;2024-04-12 10:38:02-05;4;2024;39;Medidor desconectado;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;HCORDOBA;Anomalia verificada con acta digital;No Existe Anomal�a En El Acta;ZTY1692;;
NO;SIM 285.2024;32585476;174286;Aprobada;2024-04-12 10:51:23-05;4;2024;1 / 82;ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Se Corrige Anomal�a;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;HCORDOBA;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1653;650;
SU;DCM 299.2024;32585491;308398;Aprobada;2024-04-12 14:51:17-05;4;2024;1 / 82 / 82 / 38;ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Se Corrige Anomal�a / Linea Directa / Inspecci�n T�cnica Conforme;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;CMORALES;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1682;636;
CE;RED 207.2024;32585493;1070373;Pendiente;2024-04-15 09:37:18-05;4;2024;BPQ;Bornera Perforada/Quemada;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;OBURBANO;Posible anomalia;;ZTY1622;0;
NO;DIC 284.2024;32585522;1056850;Pendiente;2024-04-17 15:11:34-05;4;2024;N/A;medidor no conforme;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;ONANEZ;Posible anomalia;Disponible;ZTY1664;0;
NO;DIC 284.2024;32585522;1056850;Pendiente;2024-04-17 15:11:34-05;4;2024;BPQ;Bornera Perforada/Quemada;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;ONANEZ;Posible anomalia;;ZTY1664;0;
SU;DCM 299.2024;32585529;1058109;Aprobada;2024-04-12 12:22:10-05;4;2024;82 / 30001 / 82 / 1 / 38;Se Corrige Anomal�a / OTRAS ANOMAL�AS QUE PUEDEN DETECTARSE Y COMPROBARSE / Linea Directa / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Inspecci�n T�cnica Conforme;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;CMORALES;Anomalia verificada y aprobada;Luminaria Encendida;ZTY1682;1016;
CE;ING 273.2024;32611953;127750;Pendiente;2024-04-17 12:00:41-05;4;2024;N/A;medidor no conforme;0;FACTURACION;0;CAUSA NO DETERMINADA;VBOLANOS;Posible anomalia;Disponible;ZTY16310;0;
CE;ING 273.2024;32611953;127750;Pendiente;2024-04-17 12:00:41-05;4;2024;BPQ;Bornera Perforada/Quemada;0;FACTURACION;0;CAUSA NO DETERMINADA;VBOLANOS;Posible anomalia;;ZTY16310;0;
NO;EMP 327.2024;32612048;564532;Aprobada;2024-04-15 14:30:51-05;4;2024;82 / 1 / 38 / 38;Se Corrige Anomal�a / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Acometida Intervenid / Inspecci�n T�cnica Conforme;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;HCORDOBA;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1691;822;
NO;EMP 327.2024;32612056;564115;Aprobada;2024-04-12 11:38:35-05;4;2024;1 / 38 / 38 / 82;ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Acometida Intervenid / Inspecci�n T�cnica Conforme / Se Corrige Anomal�a;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;HCORDOBA;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1691;234;
CE;DES 100.2018;32612151;596900;Rechazada;2024-04-17 08:58:21-05;4;2024;431;Orden Factor;0;FACTURACION;0;CAUSA NO DETERMINADA;JVILLA123;Anomalia verificada con acta digital;No Procede Pare;ZTY147;;40
PA;ELE 283.2024;32612241;1215919;Pendiente;2024-04-13 15:44:53-05;4;2024;39 / 39 / 38 / 82 / 82;Medidor desconectado / Fase I / Inspecci�n T�cnica Conforme / Se Corrige Anomal�a / Linea Directa;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;GSANDOVAL;Posible anomalia;;ZTY1706;2568;
PA;ELE 283.2024;32612243;1261470;Aprobada;2024-04-13 13:18:47-05;4;2024;82 / 82 / 1 / 38;Se Corrige Anomal�a / Linea Directa / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Inspecci�n T�cnica Conforme;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;GSANDOVAL;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1706;2047;
NO;SIM 285.2024;32612388;1083118;Aprobada;2024-04-12 16:06:59-05;4;2024;82 / 82 / 1 / 38;Se Corrige Anomal�a / Linea Directa / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Inspecci�n T�cnica Conforme;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;HCORDOBA;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1651;1138;
CE;DES 100.2018;32612414;255358;Rechazada;2024-04-23 15:39:08-05;4;2024;431;Orden Factor;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;AGARZONY;Anomalia verificada con acta digital;No Procede Pare;ZTY144;;40
CE;ING 273.2024;32612434;118136;Aprobada;2024-04-16 09:14:59-05;4;2024;1 / BPQ / 38;ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Bornera Perforada/Quemada  / Inspecci�n T�cnica Conforme;0;FACTURACION;0;CAUSA NO DETERMINADA;MTARAMU123;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1632;0;
CE;ING 273.2024;32612434;118136;Pendiente;2024-04-16 09:14:59-05;4;2024;N/A;medidor no conforme;0;FACTURACION;0;CAUSA NO DETERMINADA;MTARAMU123;Posible anomalia;Disponible;ZTY1632;0;
CE;DES 100.2018;32612449;404320;Rechazada;2024-04-23 13:47:10-05;4;2024;431;Orden Factor;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;AGARZONY;Anomalia verificada con acta digital;No Procede Pare;ZTY144;;60
CE;DES 100.2018;32612475;406648;Rechazada;2024-04-16 12:41:52-05;4;2024;431;Orden Factor;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;AGARZONY;Anomalia verificada con acta digital;No Procede Pare;ZTY147;;60
CE;DES 100.2018;32612540;429609;Rechazada;2024-04-24 08:35:57-05;4;2024;431;Orden Factor;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;AGARZONY;Anomalia verificada con acta digital;No Procede Pare;ZTY144;;40
CE;DES 100.2018;32612553;432000;Rechazada;2024-04-17 07:46:46-05;4;2024;431;Orden Factor;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;AGARZONY;Anomalia verificada con acta digital;No Procede Pare;ZTY147;;40
NO;DIC 284.2024;32612562;439022;Pendiente;2024-04-17 13:51:04-05;4;2024;N/A;medidor no conforme;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;CREALPE;Posible anomalia;Disponible;ZTY1664;0;
NO;DIC 284.2024;32612562;439022;Pendiente;2024-04-17 13:51:04-05;4;2024;BPQ;Bornera Perforada/Quemada;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;CREALPE;Posible anomalia;;ZTY1664;0;
CE;DES 100.2018;32612653;462456;Rechazada;2024-04-16 14:38:42-05;4;2024;431;Orden Factor;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;AGARZONY;Anomalia verificada con acta digital;No Procede Pare;ZTY147;;20
CE;DES 100.2018;32612677;1123111;Rechazada;2024-04-23 11:36:45-05;4;2024;431;Orden Factor;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;AGARZONY;Anomalia verificada con acta digital;No Procede Pare;ZTY144;;60
CE;DES 100.2018;32612708;252456;Rechazada;2024-04-18 13:32:35-05;4;2024;431;Orden Factor;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;AGARZONY;Anomalia verificada con acta digital;No Procede Pare;ZTY147;;60
CE;DES 100.2018;32612729;533817;Rechazada;2024-04-18 14:44:26-05;4;2024;431;Orden Factor;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;AGARZONY;Anomalia verificada con acta digital;No Procede Pare;ZTY147;;40
CE;DES 100.2018;32612802;580681;Rechazada;2024-04-15 14:34:02-05;4;2024;431;Orden Factor;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;AGARZONY;Anomalia verificada con acta digital;No Procede Pare;ZTY147;;20
SU;SIN 337.2024;32612845;634323;Pendiente;2024-04-17 14:16:35-05;4;2024;N/A;medidor no conforme;0;FACTURACION;0;CAUSA NO DETERMINADA;RPATINO;Posible anomalia;Disponible;ZTY1727;0;
CE;DES 100.2018;32612887;119230;Rechazada;2024-04-29 14:32:47-05;4;2024;431;Orden Factor;0;FACTURACION;0;CAUSA NO DETERMINADA;ABELALCAZAR;Anomalia verificada con acta digital;No Procede Pare;ZTY142;;40
SU;DCM 299.2024;32612899;547891;Aprobada;2024-04-12 17:00:51-05;4;2024;82 / 1 / 38 / 82;Se Corrige Anomal�a / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Inspecci�n T�cnica Conforme / Linea Directa;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;CMORALES;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1682;965;
CE;ING 273.2024;32612915;350466;Pendiente;2024-04-18 10:30:50-05;4;2024;N/A;medidor no conforme;0;FACTURACION;0;CAUSA NO DETERMINADA;CMORENO123;Posible anomalia;Disponible;ZTY1635;0;
CE;ING 273.2024;32612918;443384;Pendiente;2024-04-18 08:44:55-05;4;2024;N/A;medidor no conforme;0;FACTURACION;0;CAUSA NO DETERMINADA;CMORENO123;Posible anomalia;Disponible;ZTY1635;0;
SU;DCM 299.2024;32612923;1224874;Aprobada;2024-04-12 17:51:22-05;4;2024;30001 / 38 / 82 / 38 / 1;OTRAS ANOMAL�AS QUE PUEDEN DETECTARSE Y COMPROBARSE / Inspecci�n T�cnica Conforme / Se Corrige Anomal�a / Acometida Intervenid / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;CMORALES;Anomalia verificada y aprobada;Luminaria Encendida;ZTY1681;0;
SU;DCM 299.2024;32612930;1231999;Aprobada;2024-04-12 17:09:35-05;4;2024;82 / 1 / 38 / 82;Linea Directa / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Inspecci�n T�cnica Conforme / Se Corrige Anomal�a;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;CMORALES;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1681;1491;
SU;SIN 337.2024;32612966;297446;Pendiente;2024-04-25 13:38:42-05;4;2024;N/A;medidor no conforme;0;FACTURACION;0;CAUSA NO DETERMINADA;RPATINO;Posible anomalia;Disponible;ZTY1726;;
CE;ING 273.2024;32613593;149284;Pendiente;2024-04-16 10:19:29-05;4;2024;N/A;medidor no conforme;0;FACTURACION;0;CAUSA NO DETERMINADA;LMACHABANJOY;Posible anomalia;Disponible;ZTY1632;0;
CE;DES 100.2018;32613687;1250515;Rechazada;2024-05-07 11:56:03-05;5;2024;431;Orden Factor;0;FACTURACION;0;CAUSA NO DETERMINADA;LMACHABANJOY;Anomalia verificada con acta digital;No Procede Pare;ZTY141;;60
CE;ING 273.2024;32613859;181688;Pendiente;2024-04-17 11:49:17-05;4;2024;N/A;medidor no conforme;0;FACTURACION;0;CAUSA NO DETERMINADA;LMACHABANJOY;Posible anomalia;Disponible;ZTY1633;0;
PA;ELE 283.2024;32613997;1152139;Aprobada;2024-04-13 16:51:51-05;4;2024;82 / 38 / 1 / 82;Linea Directa / Inspecci�n T�cnica Conforme / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Se Corrige Anomal�a;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;GSANDOVAL;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1706;2464;
PA;ELE 283.2024;32614002;8551732;Aprobada;2024-04-13 17:42:51-05;4;2024;82 / 38 / 18 / 82 / 1;Linea Directa / Inspecci�n T�cnica Conforme / Conexion Directa Desde Bornera / Se Corrige Anomal�a / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;GSANDOVAL;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1706;2154;
PA;ELE 283.2024;32614016;1144700;Aprobada;2024-04-22 15:36:39-05;4;2024;38 / 1 / 82 / 82;Inspecci�n T�cnica Conforme / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Se Corrige Anomal�a / Linea Directa;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;GSANDOVAL;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1704;840;
PA;ELE 283.2024;32614018;1125858;Aprobada;2024-04-17 10:47:13-05;4;2024;39 / 39 / 82 / 38 / 82 / 1;Fase I / Medidor desconectado / Linea Directa / Inspecci�n T�cnica Conforme / Se Corrige Anomal�a / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;GSANDOVAL;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1704;1129;
PA;ELE 283.2024;32614033;1249605;Pendiente;2024-05-15 09:30:42-05;5;2024;38 / 1 / 82 / 82;Inspecci�n T�cnica Conforme / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Linea Directa / Se Corrige Anomal�a;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;GSANDOVAL;Posible anomalia;;ZTY1704;2170;
PA;MEC 289.2024;32614334;1188375;Aprobada;2024-04-20 10:11:48-05;4;2024;30001 / 1 / 82 / H1 / 38 / 82;OTRAS ANOMAL�AS QUE PUEDEN DETECTARSE Y COMPROBARSE / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Linea Directa / Reconexion No Autorizada / Inspecci�n T�cnica Conforme / Se Corrige Anomal�a;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;JSAAVEDRA;Anomalia verificada y aprobada;Luminaria Encendida;ZTY1641;165;
PA;MEC 289.2024;32614336;1234553;Aprobada;2024-04-16 14:51:12-05;4;2024;82 / 82 / 1 / H1 / 431;Linea Directa / Se Corrige Anomal�a / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Reconexion No Autorizada / Verificacion Y/O Correcion De Medidor Y Acometida En Caja;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;JSAAVEDRA;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1641;319;
NO;DIC 284.2024;32614586;1213056;Aprobada;2024-04-13 16:30:42-05;4;2024;1 / 38 / 82;ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Acometida Intervenid / Se Corrige Anomal�a;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;ONANEZ;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1664;2044;
NO;DIC 284.2024;32614587;1212198;Aprobada;2024-04-13 16:44:37-05;4;2024;1 / 38 / 82;ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Acometida Intervenid / Se Corrige Anomal�a;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;ONANEZ;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1664;2102;
NO;DIC 284.2024;32614603;365492;Aprobada;2024-04-13 12:48:35-05;4;2024;82 / 82 / 1 / 30001 / 30002;Se Corrige Anomal�a / Linea Directa / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / OTRAS ANOMAL�AS QUE PUEDEN DETECTARSE Y COMPROBARSE / REINCIDENTE PARE;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;ONANEZ;Anomalia verificada y aprobada;Luminaria Encendida;ZTY1665;2342;
NO;DIC 284.2024;32614606;1049146;Aprobada;2024-04-13 13:29:04-05;4;2024;1 / 82 / 38 / 30001;ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Se Corrige Anomal�a / Acometida Intervenid / OTRAS ANOMAL�AS QUE PUEDEN DETECTARSE Y COMPROBARSE;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;ONANEZ;Anomalia verificada y aprobada;Luminaria Encendida;ZTY1665;1663;
NO;DIC 284.2024;32614817;365092;Aprobada;2024-04-13 16:48:01-05;4;2024;1 / 82 / 82;ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Linea Directa / Se Corrige Anomal�a;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;ONANEZ;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1666;2839;
NO;DIC 284.2024;32614819;365176;Aprobada;2024-04-13 13:52:02-05;4;2024;82 / 1 / 82;Se Corrige Anomal�a / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Linea Directa;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;ONANEZ;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1666;3028;
SU;SIN 337.2024;32617819;1137902;Pendiente;2024-04-25 10:46:04-05;4;2024;38;Inspecci�n T�cnica Conforme;0;FACTURACION;0;CAUSA NO DETERMINADA;CPALECHOR;Posible anomalia;;ZTY1726;;
CE;DES 100.2018;32617869;402082;Rechazada;2024-04-15 09:21:51-05;4;2024;431;Orden Factor;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;NELSONMELO;Anomalia verificada con acta digital;No Procede Pare;ZTY142;;40
CE;DES 100.2018;32617887;424032;Rechazada;2024-04-15 10:13:22-05;4;2024;431;Orden Factor;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;NELSONMELO;Anomalia verificada con acta digital;No Procede Pare;ZTY144;;50
CE;DES 100.2018;32618076;455762;Rechazada;2024-04-15 09:45:22-05;4;2024;431;Orden Factor;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;NELSONMELO;Anomalia verificada con acta digital;No Procede Pare;ZTY141;;50
CE;DES 100.2018;32618244;1073931;Rechazada;2024-04-17 14:32:56-05;4;2024;431;Orden Factor;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;NELSONMELO;Anomalia verificada con acta digital;No Procede Pare;ZTY141;;40
CE;DES 100.2018;32618413;1165477;Rechazada;2024-05-08 09:26:42-05;5;2024;431;Orden Factor;0;FACTURACION;0;CAUSA NO DETERMINADA;MACARVAJAL;Anomalia verificada con acta digital;No Procede Pare;ZTY141;;76
CE;ING 273.2024;32618439;1125507;Pendiente;2024-04-25 14:18:43-05;4;2024;N/A;medidor no conforme;0;FACTURACION;0;CAUSA NO DETERMINADA;ABELALCAZAR;Posible anomalia;Disponible;ZTY1635;;
CE;ING 273.2024;32640427;166168;Pendiente;2024-04-23 12:53:39-05;4;2024;N/A;medidor no conforme;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;JCUERO;Posible anomalia;Disponible;ZTY1634;;
CE;DES 100.2018;32640513;515033;Rechazada;2024-04-17 09:03:37-05;4;2024;431;Orden Factor;0;FACTURACION;0;CAUSA NO DETERMINADA;OBANDA;Anomalia verificada con acta digital;No Procede Pare;ZTY142;;30
CE;DES 100.2018;32640704;581176;Rechazada;2024-04-18 10:25:54-05;4;2024;431;Orden Factor;0;FACTURACION;0;CAUSA NO DETERMINADA;OMLASSO123;Anomalia verificada con acta digital;No Procede Pare;ZTY141;;40
CE;ING 273.2024;32640722;215780;Pendiente;2024-04-19 10:51:01-05;4;2024;N/A;medidor no conforme;0;FACTURACION;0;CAUSA NO DETERMINADA;ABELALCAZAR;Posible anomalia;Disponible;ZTY16310;;
CE;DES 100.2018;32641023;1076115;Rechazada;2024-04-15 12:07:59-05;4;2024;431;Orden Factor;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;NELSONMELO;Anomalia verificada con acta digital;No Procede Pare;ZTY141;;20
CE;ING 273.2024;32641042;138042;Pendiente;2024-04-18 11:26:19-05;4;2024;N/A / N/A / N/A;medidor no conforme / medidor no conforme / medidor no conforme;0;AT. CLIENTE;0;CAUSA NO DETERMINADA;MGUERRA;Posible anomalia;Disponible;ZTY1636;;
CE;DES 100.2018;32641382;1079538;Rechazada;2024-04-15 14:43:59-05;4;2024;431;Orden Factor;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;NELSONMELO;Anomalia verificada con acta digital;No Procede Pare;ZTY141;;40
CE;DES 100.2018;32641890;1268292;Rechazada;2024-04-15 16:22:48-05;4;2024;431;Orden Factor;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;NELSONMELO;Anomalia verificada con acta digital;No Procede Pare;ZTY144;;40
PA;MEC 289.2024;32641938;1109778;Aprobada;2024-04-15 16:19:25-05;4;2024;H1 / 82 / 1 / 82 / 38 / 431;Reconexion No Autorizada / Linea Directa / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Se Corrige Anomal�a / Inspecci�n T�cnica Conforme / Verificacion Y/O Correcion De Medidor Y Acometida En Caja;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;OBURBANO;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1641;351;
PA;ELE 283.2024;32642042;389758;Rechazada;2024-04-17 09:42:56-05;4;2024;38;Inspecci�n T�cnica Conforme;0;FACTURACION;0;CAUSA NO DETERMINADA;JCDIAZ123;Anomalia verificada con acta digital;No Procede Pare;ZTY1707;;
CE;ING 273.2024;32642218;138852;Pendiente;2024-04-19 07:37:14-05;4;2024;N/A;medidor no conforme;0;FACTURACION;0;CAUSA NO DETERMINADA;ABELALCAZAR;Posible anomalia;Disponible;ZTY16310;;
SU;SIN 337.2024;32642238;296592;Pendiente;2024-04-22 14:35:42-05;4;2024;N/A;medidor no conforme;0;FACTURACION;0;CAUSA NO DETERMINADA;RPATINO;Posible anomalia;Disponible;ZTY1726;0;
SU;SIN 337.2024;32642238;296592;Pendiente;2024-04-22 14:35:42-05;4;2024;BPQ;Bornera Perforada/Quemada;0;FACTURACION;0;CAUSA NO DETERMINADA;RPATINO;Posible anomalia;;ZTY1726;0;
SU;SIN 337.2024;32642272;1121945;Pendiente;2024-04-24 10:54:16-05;4;2024;N/A;medidor no conforme;0;FACTURACION;0;CAUSA NO DETERMINADA;RPATINO;Posible anomalia;Disponible;ZTY1725;0;
SU;SIN 337.2024;32642272;1121945;Pendiente;2024-04-24 10:54:16-05;4;2024;BPQ;Bornera Perforada/Quemada;0;FACTURACION;0;CAUSA NO DETERMINADA;RPATINO;Posible anomalia;;ZTY1725;0;
SU;DCM 299.2024;32642300;316796;Rechazada;2024-04-25 12:04:37-05;4;2024;38;Inspecci�n T�cnica Conforme;0;FACTURACION;0;CAUSA NO DETERMINADA;RCAICEDO;Anomalia verificada con acta digital;No Procede Pare;ZTY1684;;
